,rn_numbers,top_labels
10,RG-50.030.0014,"{'family': 14.5, 'camp': 11.1, 'food': 9.5, 'Jewish': 8.4, 'school': 8.2, 'war': 6.5, 'fear': 4.6, 'survive': 4.0, 'religion': 3.4, 'government': 3.2, 'buildings': 2.9, 'ghetto': 2.7, 'army': 2.5, 'work': 2.3, 'hospital': 2.1, 'relocation': 2.1, 'synagogue': 1.9, 'hunger': 1.7, 'Nazi': 1.5, 'aid': 1.5, 'shooting': 1.1, 'kill': 0.8, 'police': 0.8, 'sick': 0.8, 'russian': 0.6, 'polish': 0.4, 'american': 0.4, 'hiding': 0.2, 'prisoners': 0.2}"
11,RG-50.030.0015,"{'family': 12.4, 'camp': 10.0, 'war': 7.9, 'fear': 6.5, 'food': 6.5, 'religion': 6.5, 'survive': 5.3, 'Jewish': 5.0, 'school': 5.0, 'hospital': 4.7, 'ghetto': 3.2, 'army': 3.2, 'hiding': 2.6, 'work': 2.4, 'government': 2.1, 'shooting': 2.1, 'synagogue': 2.1, 'buildings': 2.1, 'relocation': 1.8, 'aid': 1.8, 'prisoners': 1.5, 'american': 1.5, 'police': 1.2, 'sick': 1.2, 'hunger': 0.6, 'Nazi': 0.6, 'russian': 0.6, 'kill': 0.0, 'polish': 0.0}"
12,RG-50.030.0016,"{'camp': 20.9, 'family': 8.8, 'food': 8.2, 'fear': 6.1, 'ghetto': 5.5, 'war': 4.6, 'school': 4.1, 'hospital': 3.7, 'Jewish': 3.4, 'Nazi': 3.4, 'government': 3.0, 'army': 2.8, 'work': 2.6, 'religion': 2.5, 'hunger': 2.3, 'shooting': 2.2, 'relocation': 2.1, 'survive': 1.9, 'buildings': 1.7, 'prisoners': 1.6, 'synagogue': 1.5, 'sick': 1.4, 'aid': 1.3, 'kill': 1.0, 'hiding': 0.9, 'police': 0.9, 'american': 0.7, 'polish': 0.5, 'russian': 0.4}"
13,RG-50.030.0017,"{'camp': 17.6, 'family': 8.6, 'food': 8.3, 'ghetto': 5.9, 'hospital': 4.6, 'fear': 4.4, 'work': 4.2, 'Jewish': 4.1, 'school': 4.0, 'war': 4.0, 'religion': 3.5, 'kill': 3.3, 'army': 2.8, 'prisoners': 2.5, 'synagogue': 2.4, 'government': 2.3, 'shooting': 2.2, 'hunger': 2.1, 'relocation': 2.0, 'aid': 1.8, 'Nazi': 1.7, 'polish': 1.1, 'buildings': 1.1, 'police': 1.0, 'survive': 1.0, 'hiding': 0.9, 'sick': 0.8, 'russian': 0.7, 'american': 0.6}"
14,RG-50.030.0018,"{'camp': 14.4, 'family': 9.3, 'fear': 8.1, 'food': 6.9, 'war': 6.9, 'kill': 4.8, 'Jewish': 4.4, 'ghetto': 4.1, 'hospital': 3.6, 'school': 3.5, 'army': 3.2, 'survive': 3.1, 'relocation': 3.0, 'shooting': 2.8, 'hunger': 2.6, 'religion': 2.0, 'prisoners': 1.9, 'synagogue': 1.9, 'buildings': 1.9, 'hiding': 1.8, 'work': 1.7, 'government': 1.6, 'Nazi': 1.4, 'sick': 1.3, 'polish': 1.1, 'aid': 0.9, 'police': 0.8, 'russian': 0.5, 'american': 0.5}"
15,RG-50.030.0020,"{'camp': 12.4, 'family': 11.4, 'food': 8.0, 'work': 5.7, 'fear': 5.0, 'war': 4.3, 'army': 4.3, 'hospital': 4.2, 'school': 3.7, 'survive': 3.5, 'ghetto': 3.4, 'religion': 3.4, 'shooting': 3.2, 'Jewish': 2.8, 'government': 2.7, 'Nazi': 2.7, 'aid': 2.1, 'prisoners': 1.9, 'police': 1.8, 'american': 1.8, 'relocation': 1.6, 'buildings': 1.6, 'russian': 1.5, 'hunger': 1.3, 'sick': 1.3, 'synagogue': 1.3, 'polish': 1.1, 'hiding': 1.0, 'kill': 1.0}"
16,RG-50.030.0021,"{'hospital': 9.5, 'family': 7.9, 'camp': 7.3, 'government': 6.8, 'food': 6.3, 'relocation': 5.3, 'Jewish': 5.1, 'army': 4.7, 'war': 4.1, 'fear': 3.9, 'religion': 3.7, 'ghetto': 3.5, 'survive': 3.4, 'work': 3.3, 'school': 2.7, 'hiding': 2.4, 'russian': 2.2, 'buildings': 2.0, 'police': 1.9, 'prisoners': 1.9, 'synagogue': 1.8, 'hunger': 1.6, 'kill': 1.5, 'shooting': 1.5, 'sick': 1.5, 'aid': 1.4, 'Nazi': 1.3, 'polish': 1.0, 'american': 0.7}"
17,RG-50.030.0022,"{'food': 11.4, 'camp': 11.3, 'fear': 10.1, 'family': 9.6, 'Jewish': 6.1, 'government': 4.7, 'hospital': 4.3, 'shooting': 4.2, 'war': 3.8, 'hunger': 3.6, 'work': 3.1, 'ghetto': 3.0, 'school': 2.9, 'kill': 2.8, 'army': 2.3, 'polish': 2.2, 'Nazi': 1.7, 'aid': 1.7, 'prisoners': 1.4, 'religion': 1.4, 'hiding': 1.3, 'survive': 1.3, 'relocation': 1.1, 'buildings': 1.1, 'synagogue': 1.0, 'russian': 0.8, 'sick': 0.7, 'police': 0.5, 'american': 0.4}"
18,RG-50.030.0023,"{'camp': 22.2, 'fear': 10.2, 'family': 9.5, 'food': 8.3, 'war': 6.3, 'government': 4.8, 'work': 4.8, 'survive': 3.8, 'kill': 3.5, 'shooting': 3.2, 'buildings': 2.5, 'ghetto': 2.2, 'hunger': 2.2, 'Jewish': 2.2, 'prisoners': 2.2, 'religion': 1.6, 'relocation': 1.6, 'aid': 1.6, 'hiding': 1.3, 'sick': 1.3, 'Nazi': 1.0, 'school': 1.0, 'army': 1.0, 'american': 0.6, 'hospital': 0.3, 'polish': 0.3, 'russian': 0.3, 'synagogue': 0.3, 'police': 0.0}"
19,RG-50.030.0025,"{'camp': 11.9, 'food': 11.2, 'family': 8.4, 'Jewish': 5.6, 'war': 5.4, 'hospital': 5.2, 'fear': 5.1, 'hunger': 3.3, 'school': 3.3, 'army': 3.3, 'shooting': 3.2, 'ghetto': 3.0, 'work': 2.8, 'survive': 2.7, 'government': 2.6, 'kill': 2.5, 'religion': 2.5, 'relocation': 2.3, 'polish': 2.2, 'buildings': 2.2, 'aid': 1.8, 'police': 1.5, 'Nazi': 1.4, 'prisoners': 1.4, 'russian': 1.4, 'hiding': 1.2, 'sick': 1.2, 'synagogue': 1.2, 'american': 0.2}"
20,RG-50.030.0026,"{'camp': 14.0, 'family': 13.1, 'food': 9.8, 'fear': 8.0, 'Jewish': 4.6, 'school': 4.1, 'war': 4.1, 'ghetto': 3.6, 'government': 3.6, 'hospital': 3.4, 'army': 3.2, 'relocation': 2.7, 'religion': 2.5, 'survive': 2.5, 'work': 2.3, 'sick': 2.2, 'buildings': 2.1, 'hiding': 1.9, 'hunger': 1.7, 'shooting': 1.6, 'kill': 1.4, 'aid': 1.4, 'russian': 1.3, 'police': 1.1, 'polish': 1.1, 'Nazi': 1.0, 'prisoners': 0.9, 'synagogue': 0.6, 'american': 0.4}"
21,RG-50.030.0027,"{'camp': 9.5, 'government': 8.5, 'war': 7.9, 'family': 7.7, 'army': 7.3, 'food': 5.9, 'Jewish': 5.4, 'hospital': 5.0, 'fear': 4.7, 'religion': 4.2, 'survive': 4.0, 'work': 3.6, 'ghetto': 3.2, 'shooting': 2.7, 'buildings': 2.7, 'school': 2.2, 'synagogue': 2.1, 'prisoners': 1.9, 'hunger': 1.7, 'relocation': 1.5, 'Nazi': 1.3, 'police': 1.3, 'aid': 1.3, 'russian': 1.2, 'hiding': 0.9, 'kill': 0.8, 'polish': 0.6, 'sick': 0.5, 'american': 0.5}"
22,RG-50.030.0028,"{'family': 11.8, 'camp': 8.1, 'fear': 8.0, 'Jewish': 6.6, 'food': 6.0, 'hospital': 5.4, 'war': 4.1, 'army': 3.7, 'work': 3.6, 'religion': 3.5, 'shooting': 3.4, 'hiding': 3.0, 'ghetto': 2.8, 'relocation': 2.8, 'kill': 2.7, 'government': 2.6, 'school': 2.6, 'survive': 2.6, 'buildings': 2.4, 'police': 2.2, 'aid': 1.9, 'hunger': 1.7, 'prisoners': 1.7, 'Nazi': 1.5, 'sick': 1.5, 'russian': 1.2, 'synagogue': 1.2, 'polish': 1.1, 'american': 0.2}"
23,RG-50.030.0029,"{'camp': 15.4, 'family': 12.5, 'work': 8.8, 'war': 6.4, 'hospital': 5.8, 'food': 5.6, 'fear': 3.7, 'school': 3.7, 'government': 3.2, 'aid': 3.2, 'Jewish': 3.0, 'religion': 3.0, 'prisoners': 2.8, 'ghetto': 2.2, 'survive': 2.2, 'army': 2.2, 'police': 2.1, 'polish': 2.1, 'synagogue': 2.1, 'relocation': 1.7, 'kill': 1.3, 'american': 1.3, 'buildings': 1.1, 'hunger': 0.9, 'shooting': 0.9, 'sick': 0.9, 'Nazi': 0.7, 'russian': 0.7, 'hiding': 0.2}"
24,RG-50.030.0030,"{'family': 14.2, 'food': 10.4, 'camp': 9.5, 'fear': 6.2, 'hospital': 5.1, 'Jewish': 4.9, 'work': 4.9, 'war': 4.5, 'army': 3.6, 'religion': 3.5, 'school': 3.1, 'survive': 3.1, 'ghetto': 2.6, 'hunger': 2.6, 'aid': 2.6, 'prisoners': 2.2, 'shooting': 2.0, 'sick': 2.0, 'kill': 1.9, 'relocation': 1.9, 'police': 1.8, 'government': 1.4, 'buildings': 1.3, 'polish': 1.2, 'synagogue': 1.2, 'hiding': 0.8, 'Nazi': 0.8, 'russian': 0.5, 'american': 0.4}"
25,RG-50.030.0033,"{'camp': 12.6, 'family': 9.6, 'food': 6.7, 'Jewish': 6.7, 'ghetto': 5.5, 'war': 5.0, 'hospital': 4.9, 'religion': 4.6, 'work': 4.0, 'fear': 3.8, 'relocation': 3.7, 'government': 3.1, 'school': 2.9, 'survive': 2.9, 'buildings': 2.7, 'army': 2.6, 'prisoners': 2.3, 'kill': 2.1, 'shooting': 2.0, 'hunger': 1.9, 'police': 1.8, 'aid': 1.7, 'synagogue': 1.6, 'sick': 1.5, 'hiding': 1.3, 'Nazi': 0.8, 'polish': 0.7, 'russian': 0.6, 'american': 0.4}"
26,RG-50.030.0034,"{'camp': 12.9, 'family': 10.8, 'hospital': 9.2, 'war': 7.1, 'Jewish': 6.4, 'relocation': 5.1, 'work': 4.2, 'ghetto': 4.1, 'army': 4.1, 'food': 3.9, 'religion': 3.5, 'fear': 3.4, 'kill': 2.8, 'survive': 2.8, 'shooting': 2.7, 'school': 2.3, 'hiding': 1.8, 'russian': 1.8, 'buildings': 1.8, 'police': 1.6, 'synagogue': 1.2, 'aid': 1.2, 'government': 1.1, 'hunger': 0.9, 'prisoners': 0.9, 'sick': 0.9, 'polish': 0.7, 'american': 0.5, 'Nazi': 0.4}"
27,RG-50.030.0035,"{'camp': 12.7, 'family': 10.8, 'food': 9.6, 'Jewish': 6.9, 'school': 5.4, 'war': 4.7, 'work': 4.5, 'fear': 4.3, 'hospital': 3.8, 'hunger': 3.8, 'ghetto': 3.3, 'government': 3.3, 'aid': 3.1, 'buildings': 2.7, 'shooting': 2.5, 'survive': 2.5, 'hiding': 2.4, 'relocation': 2.2, 'prisoners': 2.0, 'Nazi': 1.8, 'army': 1.4, 'synagogue': 1.3, 'police': 1.1, 'religion': 1.1, 'sick': 0.9, 'kill': 0.5, 'polish': 0.5, 'american': 0.5, 'russian': 0.4}"
28,RG-50.030.0036,"{'family': 10.7, 'camp': 9.9, 'fear': 7.4, 'school': 6.2, 'war': 6.0, 'food': 5.7, 'shooting': 5.6, 'hospital': 5.4, 'Jewish': 4.8, 'prisoners': 4.1, 'ghetto': 3.2, 'government': 3.1, 'religion': 3.0, 'hunger': 2.9, 'army': 2.9, 'buildings': 2.7, 'survive': 2.6, 'kill': 2.1, 'work': 2.1, 'Nazi': 1.8, 'police': 1.3, 'relocation': 1.3, 'aid': 1.3, 'sick': 0.9, 'synagogue': 0.9, 'russian': 0.7, 'american': 0.7, 'hiding': 0.5, 'polish': 0.2}"
29,RG-50.030.0038,"{'camp': 13.0, 'family': 12.9, 'food': 6.3, 'Jewish': 5.1, 'government': 4.9, 'war': 4.8, 'school': 4.7, 'hospital': 3.9, 'army': 3.7, 'fear': 3.6, 'work': 3.1, 'buildings': 2.8, 'police': 2.6, 'religion': 2.6, 'Nazi': 2.5, 'shooting': 2.5, 'hiding': 2.3, 'relocation': 2.3, 'ghetto': 2.2, 'hunger': 2.2, 'survive': 2.2, 'aid': 2.1, 'prisoners': 1.9, 'synagogue': 1.3, 'american': 1.3, 'kill': 0.9, 'sick': 0.9, 'polish': 0.8, 'russian': 0.6}"
30,RG-50.030.0040,"{'camp': 12.3, 'family': 10.0, 'food': 8.1, 'fear': 6.4, 'hospital': 4.9, 'war': 4.9, 'army': 4.4, 'Jewish': 4.0, 'ghetto': 3.8, 'shooting': 3.8, 'work': 3.4, 'religion': 3.2, 'school': 2.9, 'police': 2.7, 'prisoners': 2.7, 'sick': 2.4, 'hunger': 2.2, 'relocation': 1.9, 'buildings': 1.9, 'polish': 1.8, 'survive': 1.8, 'synagogue': 1.6, 'aid': 1.6, 'hiding': 1.5, 'kill': 1.5, 'Nazi': 1.3, 'government': 1.2, 'american': 1.0, 'russian': 0.9}"
31,RG-50.030.0041,"{'camp': 13.1, 'family': 10.6, 'food': 7.5, 'war': 7.0, 'school': 5.5, 'fear': 5.4, 'survive': 5.2, 'work': 4.8, 'ghetto': 4.5, 'government': 4.1, 'kill': 3.2, 'sick': 3.0, 'army': 3.0, 'Jewish': 2.9, 'religion': 2.9, 'hospital': 2.3, 'hunger': 2.1, 'shooting': 2.0, 'relocation': 1.6, 'Nazi': 1.4, 'aid': 1.4, 'police': 1.3, 'buildings': 1.3, 'polish': 1.1, 'synagogue': 1.1, 'hiding': 0.7, 'prisoners': 0.7, 'american': 0.4, 'russian': 0.0}"
32,RG-50.030.0042,"{'camp': 19.9, 'fear': 7.3, 'war': 7.1, 'family': 6.0, 'prisoners': 5.6, 'government': 5.4, 'survive': 4.9, 'food': 4.5, 'shooting': 4.1, 'work': 3.8, 'hospital': 3.4, 'school': 3.2, 'hunger': 3.0, 'ghetto': 2.4, 'Jewish': 2.4, 'army': 2.4, 'relocation': 2.1, 'sick': 2.1, 'buildings': 2.1, 'aid': 1.7, 'religion': 1.5, 'police': 1.1, 'synagogue': 0.9, 'hiding': 0.8, 'kill': 0.8, 'american': 0.6, 'Nazi': 0.4, 'polish': 0.4, 'russian': 0.2}"
33,RG-50.030.0043,"{'camp': 10.5, 'food': 9.2, 'family': 9.0, 'fear': 5.5, 'hospital': 5.5, 'Jewish': 5.1, 'work': 4.9, 'war': 4.7, 'survive': 4.6, 'hunger': 4.0, 'school': 4.0, 'army': 3.8, 'prisoners': 3.7, 'government': 3.2, 'ghetto': 2.9, 'shooting': 2.9, 'religion': 2.4, 'buildings': 2.3, 'sick': 2.2, 'relocation': 2.1, 'kill': 1.5, 'aid': 1.5, 'Nazi': 1.1, 'hiding': 0.9, 'synagogue': 0.8, 'polish': 0.6, 'police': 0.5, 'russian': 0.4, 'american': 0.2}"
34,RG-50.030.0044,"{'camp': 14.3, 'family': 12.8, 'food': 8.2, 'work': 5.6, 'ghetto': 5.0, 'religion': 4.9, 'Jewish': 4.8, 'war': 4.8, 'fear': 4.5, 'hospital': 3.9, 'relocation': 3.2, 'school': 3.0, 'survive': 2.7, 'buildings': 2.7, 'army': 2.6, 'hiding': 2.1, 'government': 1.6, 'Nazi': 1.6, 'synagogue': 1.6, 'hunger': 1.5, 'aid': 1.5, 'prisoners': 1.4, 'sick': 1.4, 'american': 1.1, 'russian': 1.0, 'shooting': 0.9, 'police': 0.8, 'kill': 0.5, 'polish': 0.4}"
35,RG-50.030.0045,"{'camp': 25.8, 'government': 7.3, 'war': 5.8, 'army': 5.4, 'family': 5.2, 'prisoners': 4.6, 'shooting': 4.4, 'fear': 4.2, 'buildings': 4.2, 'Jewish': 4.0, 'hospital': 3.1, 'Nazi': 3.1, 'food': 2.9, 'survive': 2.5, 'religion': 2.3, 'ghetto': 2.1, 'hunger': 2.1, 'aid': 1.9, 'relocation': 1.5, 'polish': 1.2, 'russian': 1.2, 'school': 1.2, 'sick': 1.0, 'american': 1.0, 'kill': 0.8, 'work': 0.6, 'police': 0.4, 'hiding': 0.0, 'synagogue': 0.0}"
36,RG-50.030.0046,"{'camp': 19.1, 'family': 10.3, 'food': 7.0, 'hospital': 5.2, 'war': 5.2, 'fear': 4.5, 'school': 4.2, 'government': 3.9, 'hunger': 3.9, 'survive': 3.8, 'ghetto': 3.4, 'Jewish': 3.4, 'army': 3.1, 'Nazi': 2.8, 'work': 2.8, 'religion': 2.7, 'shooting': 2.3, 'buildings': 1.7, 'polish': 1.3, 'relocation': 1.3, 'synagogue': 1.3, 'aid': 1.3, 'hiding': 1.1, 'kill': 0.9, 'prisoners': 0.9, 'police': 0.8, 'sick': 0.8, 'russian': 0.6, 'american': 0.3}"
37,RG-50.030.0047,"{'family': 11.9, 'food': 11.4, 'camp': 8.2, 'hospital': 5.3, 'war': 4.8, 'shooting': 4.4, 'work': 4.1, 'school': 4.0, 'fear': 3.9, 'Jewish': 3.7, 'ghetto': 3.6, 'survive': 3.3, 'religion': 3.2, 'hunger': 3.1, 'prisoners': 2.6, 'hiding': 2.4, 'army': 2.3, 'relocation': 2.1, 'polish': 1.9, 'government': 1.7, 'sick': 1.7, 'aid': 1.7, 'kill': 1.6, 'synagogue': 1.5, 'police': 1.4, 'Nazi': 1.2, 'buildings': 1.2, 'russian': 1.1, 'american': 0.5}"
38,RG-50.030.0048,"{'family': 13.5, 'food': 10.0, 'camp': 8.1, 'Jewish': 5.8, 'army': 5.5, 'hospital': 5.3, 'fear': 5.0, 'war': 4.3, 'work': 4.2, 'school': 3.7, 'ghetto': 3.5, 'religion': 3.1, 'relocation': 3.1, 'shooting': 2.6, 'hunger': 2.4, 'kill': 2.4, 'sick': 2.1, 'aid': 2.1, 'survive': 1.8, 'Nazi': 1.7, 'buildings': 1.7, 'synagogue': 1.6, 'government': 1.3, 'polish': 1.2, 'police': 1.1, 'prisoners': 1.1, 'russian': 0.7, 'hiding': 0.5, 'american': 0.3}"
39,RG-50.030.0049,"{'family': 13.7, 'camp': 10.6, 'fear': 6.7, 'food': 6.7, 'war': 6.7, 'government': 6.1, 'Jewish': 6.1, 'school': 5.1, 'hospital': 4.6, 'army': 3.8, 'hunger': 3.3, 'religion': 3.0, 'work': 3.0, 'Nazi': 2.4, 'ghetto': 2.0, 'police': 2.0, 'relocation': 2.0, 'survive': 1.7, 'shooting': 1.3, 'synagogue': 1.3, 'polish': 1.2, 'prisoners': 1.2, 'buildings': 1.2, 'sick': 1.0, 'aid': 1.0, 'russian': 0.9, 'kill': 0.8, 'hiding': 0.5, 'american': 0.3}"
40,RG-50.030.0050,"{'camp': 14.0, 'fear': 10.2, 'family': 7.6, 'war': 7.0, 'aid': 7.0, 'Jewish': 5.2, 'school': 5.2, 'government': 4.7, 'religion': 4.4, 'work': 4.4, 'food': 3.8, 'hospital': 3.8, 'ghetto': 3.2, 'Nazi': 2.3, 'prisoners': 2.3, 'army': 2.3, 'polish': 1.7, 'shooting': 1.7, 'sick': 1.7, 'hunger': 1.5, 'police': 1.2, 'survive': 1.2, 'buildings': 1.2, 'synagogue': 0.9, 'kill': 0.6, 'hiding': 0.3, 'relocation': 0.3, 'american': 0.3, 'russian': 0.0}"
41,RG-50.030.0051,"{'family': 12.9, 'food': 11.7, 'camp': 8.2, 'fear': 5.9, 'hospital': 5.9, 'Jewish': 5.1, 'school': 4.5, 'work': 4.0, 'war': 3.8, 'ghetto': 3.5, 'survive': 3.5, 'religion': 3.3, 'army': 2.8, 'relocation': 2.6, 'sick': 2.5, 'shooting': 2.4, 'government': 2.1, 'aid': 2.1, 'kill': 1.8, 'buildings': 1.8, 'hunger': 1.6, 'prisoners': 1.6, 'synagogue': 1.3, 'hiding': 1.2, 'Nazi': 1.2, 'police': 1.1, 'american': 1.0, 'polish': 0.5, 'russian': 0.4}"
42,RG-50.030.0052,"{'camp': 14.5, 'government': 9.3, 'food': 6.9, 'family': 6.7, 'religion': 6.1, 'war': 5.8, 'fear': 4.8, 'hospital': 4.8, 'work': 4.8, 'aid': 4.3, 'Jewish': 3.5, 'prisoners': 3.2, 'survive': 3.0, 'Nazi': 2.8, 'school': 2.8, 'synagogue': 2.2, 'sick': 1.9, 'army': 1.9, 'hunger': 1.7, 'ghetto': 1.3, 'kill': 1.3, 'police': 1.3, 'american': 1.3, 'shooting': 1.1, 'relocation': 0.9, 'buildings': 0.6, 'polish': 0.4, 'russian': 0.4, 'hiding': 0.2}"
43,RG-50.030.0054,"{'family': 14.8, 'camp': 12.5, 'fear': 8.4, 'food': 6.2, 'Jewish': 5.9, 'hospital': 4.4, 'war': 4.2, 'school': 3.6, 'hiding': 3.5, 'ghetto': 3.4, 'army': 3.4, 'work': 3.3, 'government': 2.9, 'religion': 2.9, 'hunger': 2.6, 'buildings': 2.5, 'Nazi': 2.1, 'shooting': 2.1, 'survive': 1.9, 'relocation': 1.8, 'synagogue': 1.7, 'kill': 1.1, 'police': 1.1, 'prisoners': 1.1, 'aid': 1.0, 'sick': 0.9, 'polish': 0.3, 'russian': 0.3, 'american': 0.3}"
